i_episode: 0,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 50,	 reward_accu: -1, 	 action_length: 2,	 running times: 2
i_episode: 51,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 52,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 53,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 54,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 55,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 56,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 57,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 58,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 59,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 60,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 61,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 62,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 63,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 64,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 65,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 66,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 67,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 68,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 69,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 70,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 71,	 reward_accu: -1, 	 action_length: 2,	 running times: 2
i_episode: 72,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 73,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 74,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 75,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 76,	 reward_accu: -1, 	 action_length: 2,	 running times: 2
i_episode: 77,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 78,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 79,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 80,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 81,	 reward_accu: -1, 	 action_length: 2,	 running times: 2
i_episode: 82,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 83,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 84,	 reward_accu: -1, 	 action_length: 2,	 running times: 2
i_episode: 85,	 reward_accu: -1, 	 action_length: 5,	 running times: 5
i_episode: 86,	 reward_accu: -1, 	 action_length: 20,	 running times: 20
i_episode: 87,	 reward_accu: -1, 	 action_length: 14,	 running times: 14
i_episode: 88,	 reward_accu: -1, 	 action_length: 16,	 running times: 16
i_episode: 89,	 reward_accu: -1, 	 action_length: 20,	 running times: 20
i_episode: 90,	 reward_accu: -1, 	 action_length: 24,	 running times: 24
i_episode: 91,	 reward_accu: 0, 	 action_length: 15,	 running times: 15
i_episode: 92,	 reward_accu: -1, 	 action_length: 23,	 running times: 23
i_episode: 93,	 reward_accu: -1, 	 action_length: 24,	 running times: 24
i_episode: 94,	 reward_accu: -1, 	 action_length: 24,	 running times: 24
i_episode: 95,	 reward_accu: -1, 	 action_length: 25,	 running times: 25
i_episode: 96,	 reward_accu: -1, 	 action_length: 23,	 running times: 23
i_episode: 97,	 reward_accu: -1, 	 action_length: 24,	 running times: 24
i_episode: 98,	 reward_accu: -1, 	 action_length: 26,	 running times: 26
i_episode: 99,	 reward_accu: -1, 	 action_length: 64,	 running times: 64
i_episode: 100,	 reward_accu: -1, 	 action_length: 25,	 running times: 25
i_episode: 101,	 reward_accu: 0, 	 action_length: 615,	 running times: 615
i_episode: 102,	 reward_accu: 0, 	 action_length: 62,	 running times: 62
i_episode: 103,	 reward_accu: 0, 	 action_length: 46,	 running times: 46
i_episode: 104,	 reward_accu: 0, 	 action_length: 21,	 running times: 21
i_episode: 105,	 reward_accu: 0, 	 action_length: 9,	 running times: 9
i_episode: 106,	 reward_accu: 1, 	 action_length: 23,	 running times: 23
i_episode: 107,	 reward_accu: 0, 	 action_length: 13,	 running times: 13
i_episode: 108,	 reward_accu: 0, 	 action_length: 20,	 running times: 20
i_episode: 109,	 reward_accu: 0, 	 action_length: 192,	 running times: 192
i_episode: 110,	 reward_accu: 0, 	 action_length: 21,	 running times: 21
i_episode: 111,	 reward_accu: 0, 	 action_length: 70,	 running times: 70
i_episode: 112,	 reward_accu: 1, 	 action_length: 140,	 running times: 140
i_episode: 113,	 reward_accu: 0, 	 action_length: 19,	 running times: 19
i_episode: 114,	 reward_accu: 0, 	 action_length: 7,	 running times: 7
i_episode: 115,	 reward_accu: 0, 	 action_length: 10,	 running times: 10
i_episode: 116,	 reward_accu: 0, 	 action_length: 19,	 running times: 19
i_episode: 117,	 reward_accu: 0, 	 action_length: 26,	 running times: 26
i_episode: 118,	 reward_accu: 1, 	 action_length: 122,	 running times: 122
i_episode: 119,	 reward_accu: 1, 	 action_length: 89,	 running times: 89
i_episode: 120,	 reward_accu: 0, 	 action_length: 10,	 running times: 10
i_episode: 121,	 reward_accu: 0, 	 action_length: 18,	 running times: 18
i_episode: 122,	 reward_accu: 0, 	 action_length: 21,	 running times: 21
i_episode: 123,	 reward_accu: 3, 	 action_length: 97,	 running times: 97
i_episode: 124,	 reward_accu: 1, 	 action_length: 37,	 running times: 37
i_episode: 125,	 reward_accu: 0, 	 action_length: 12,	 running times: 12
i_episode: 126,	 reward_accu: 0, 	 action_length: 16,	 running times: 16
i_episode: 127,	 reward_accu: 3, 	 action_length: 71,	 running times: 71
i_episode: 128,	 reward_accu: 0, 	 action_length: 9,	 running times: 9
i_episode: 129,	 reward_accu: 1, 	 action_length: 74,	 running times: 74
i_episode: 130,	 reward_accu: 7, 	 action_length: 650,	 running times: 650
i_episode: 131,	 reward_accu: 1, 	 action_length: 92,	 running times: 92
i_episode: 132,	 reward_accu: 3, 	 action_length: 321,	 running times: 321
i_episode: 133,	 reward_accu: 0, 	 action_length: 8,	 running times: 8
i_episode: 134,	 reward_accu: 0, 	 action_length: 15,	 running times: 15
i_episode: 135,	 reward_accu: 4, 	 action_length: 739,	 running times: 739
i_episode: 136,	 reward_accu: 1, 	 action_length: 388,	 running times: 388
i_episode: 137,	 reward_accu: 1, 	 action_length: 738,	 running times: 738
i_episode: 138,	 reward_accu: 3, 	 action_length: 41,	 running times: 41
i_episode: 139,	 reward_accu: 0, 	 action_length: 15,	 running times: 15
i_episode: 140,	 reward_accu: 4, 	 action_length: 1311,	 running times: 1311
i_episode: 141,	 reward_accu: 19, 	 action_length: 2018,	 running times: 2018
i_episode: 142,	 reward_accu: 1, 	 action_length: 50,	 running times: 50
i_episode: 143,	 reward_accu: 1, 	 action_length: 35,	 running times: 35
i_episode: 144,	 reward_accu: 7, 	 action_length: 413,	 running times: 413
i_episode: 145,	 reward_accu: 34, 	 action_length: 3830,	 running times: 3830
i_episode: 146,	 reward_accu: 48, 	 action_length: 1784,	 running times: 1784
i_episode: 147,	 reward_accu: 108, 	 action_length: 1444,	 running times: 1444
i_episode: 148,	 reward_accu: 22, 	 action_length: 566,	 running times: 566
i_episode: 149,	 reward_accu: 108, 	 action_length: 1227,	 running times: 1227
i_episode: 150,	 reward_accu: 108, 	 action_length: 1270,	 running times: 1270
i_episode: 151,	 reward_accu: 108, 	 action_length: 1259,	 running times: 1259
i_episode: 152,	 reward_accu: 108, 	 action_length: 1310,	 running times: 1310
i_episode: 153,	 reward_accu: 108, 	 action_length: 1220,	 running times: 1220
i_episode: 154,	 reward_accu: 108, 	 action_length: 1346,	 running times: 1346
i_episode: 155,	 reward_accu: 49, 	 action_length: 601,	 running times: 601
i_episode: 156,	 reward_accu: 108, 	 action_length: 1590,	 running times: 1590
i_episode: 157,	 reward_accu: 108, 	 action_length: 1132,	 running times: 1132
i_episode: 158,	 reward_accu: 108, 	 action_length: 1173,	 running times: 1173
i_episode: 159,	 reward_accu: 108, 	 action_length: 1505,	 running times: 1505
i_episode: 160,	 reward_accu: 108, 	 action_length: 1332,	 running times: 1332
i_episode: 161,	 reward_accu: 108, 	 action_length: 1160,	 running times: 1160
i_episode: 162,	 reward_accu: 108, 	 action_length: 1295,	 running times: 1295
i_episode: 163,	 reward_accu: 108, 	 action_length: 1256,	 running times: 1256
i_episode: 164,	 reward_accu: 108, 	 action_length: 1393,	 running times: 1393
i_episode: 165,	 reward_accu: 108, 	 action_length: 1163,	 running times: 1163
i_episode: 166,	 reward_accu: 108, 	 action_length: 1093,	 running times: 1093
i_episode: 167,	 reward_accu: 108, 	 action_length: 1146,	 running times: 1146
i_episode: 168,	 reward_accu: 108, 	 action_length: 1180,	 running times: 1180
i_episode: 169,	 reward_accu: 108, 	 action_length: 1187,	 running times: 1187
i_episode: 170,	 reward_accu: 108, 	 action_length: 1080,	 running times: 1080
i_episode: 171,	 reward_accu: 108, 	 action_length: 1159,	 running times: 1159
i_episode: 172,	 reward_accu: 108, 	 action_length: 1181,	 running times: 1181
i_episode: 173,	 reward_accu: 108, 	 action_length: 1065,	 running times: 1065
i_episode: 174,	 reward_accu: 108, 	 action_length: 1208,	 running times: 1208
i_episode: 175,	 reward_accu: 108, 	 action_length: 1278,	 running times: 1278
i_episode: 176,	 reward_accu: 108, 	 action_length: 1150,	 running times: 1150
i_episode: 177,	 reward_accu: 108, 	 action_length: 1166,	 running times: 1166
i_episode: 178,	 reward_accu: 108, 	 action_length: 1286,	 running times: 1286
i_episode: 179,	 reward_accu: 108, 	 action_length: 1178,	 running times: 1178
i_episode: 180,	 reward_accu: 108, 	 action_length: 1163,	 running times: 1163
i_episode: 181,	 reward_accu: 108, 	 action_length: 1139,	 running times: 1139
i_episode: 182,	 reward_accu: 108, 	 action_length: 1271,	 running times: 1271
i_episode: 183,	 reward_accu: 48, 	 action_length: 516,	 running times: 516
i_episode: 184,	 reward_accu: 108, 	 action_length: 1299,	 running times: 1299
i_episode: 185,	 reward_accu: 108, 	 action_length: 1126,	 running times: 1126
i_episode: 186,	 reward_accu: 108, 	 action_length: 1141,	 running times: 1141
i_episode: 187,	 reward_accu: 108, 	 action_length: 1154,	 running times: 1154
i_episode: 188,	 reward_accu: 108, 	 action_length: 1157,	 running times: 1157
i_episode: 189,	 reward_accu: 108, 	 action_length: 1208,	 running times: 1208
i_episode: 190,	 reward_accu: 108, 	 action_length: 1206,	 running times: 1206
i_episode: 191,	 reward_accu: 108, 	 action_length: 1208,	 running times: 1208
i_episode: 192,	 reward_accu: 108, 	 action_length: 1111,	 running times: 1111
i_episode: 193,	 reward_accu: 108, 	 action_length: 1224,	 running times: 1224
i_episode: 194,	 reward_accu: 108, 	 action_length: 1046,	 running times: 1046
i_episode: 195,	 reward_accu: 108, 	 action_length: 1174,	 running times: 1174
i_episode: 196,	 reward_accu: 108, 	 action_length: 1124,	 running times: 1124
i_episode: 197,	 reward_accu: 108, 	 action_length: 1194,	 running times: 1194
i_episode: 198,	 reward_accu: 108, 	 action_length: 1174,	 running times: 1174
i_episode: 199,	 reward_accu: 108, 	 action_length: 1149,	 running times: 1149
i_episode: 200,	 reward_accu: 108, 	 action_length: 1229,	 running times: 1229
i_episode: 201,	 reward_accu: 108, 	 action_length: 1193,	 running times: 1193
i_episode: 202,	 reward_accu: 108, 	 action_length: 3494,	 running times: 3494
i_episode: 203,	 reward_accu: 108, 	 action_length: 1452,	 running times: 1452
i_episode: 204,	 reward_accu: 108, 	 action_length: 1154,	 running times: 1154
i_episode: 205,	 reward_accu: 108, 	 action_length: 1081,	 running times: 1081
i_episode: 206,	 reward_accu: 108, 	 action_length: 1087,	 running times: 1087
i_episode: 207,	 reward_accu: 108, 	 action_length: 1248,	 running times: 1248
i_episode: 208,	 reward_accu: 108, 	 action_length: 1138,	 running times: 1138
i_episode: 209,	 reward_accu: 108, 	 action_length: 1100,	 running times: 1100
i_episode: 210,	 reward_accu: 108, 	 action_length: 1054,	 running times: 1054
i_episode: 211,	 reward_accu: 108, 	 action_length: 1486,	 running times: 1486
i_episode: 212,	 reward_accu: 108, 	 action_length: 1267,	 running times: 1267
i_episode: 213,	 reward_accu: 108, 	 action_length: 1533,	 running times: 1533
i_episode: 214,	 reward_accu: 108, 	 action_length: 1679,	 running times: 1679
i_episode: 215,	 reward_accu: 108, 	 action_length: 1129,	 running times: 1129
i_episode: 216,	 reward_accu: 108, 	 action_length: 2118,	 running times: 2118
i_episode: 217,	 reward_accu: 108, 	 action_length: 1408,	 running times: 1408
i_episode: 218,	 reward_accu: 108, 	 action_length: 1296,	 running times: 1296
i_episode: 219,	 reward_accu: 108, 	 action_length: 1413,	 running times: 1413
i_episode: 220,	 reward_accu: 108, 	 action_length: 1138,	 running times: 1138
i_episode: 221,	 reward_accu: 108, 	 action_length: 1235,	 running times: 1235
i_episode: 222,	 reward_accu: 24, 	 action_length: 353,	 running times: 353
i_episode: 223,	 reward_accu: 108, 	 action_length: 2305,	 running times: 2305
i_episode: 224,	 reward_accu: 108, 	 action_length: 1657,	 running times: 1657
i_episode: 225,	 reward_accu: 108, 	 action_length: 1373,	 running times: 1373
i_episode: 226,	 reward_accu: 108, 	 action_length: 1562,	 running times: 1562
i_episode: 227,	 reward_accu: 108, 	 action_length: 1381,	 running times: 1381
i_episode: 228,	 reward_accu: 108, 	 action_length: 1119,	 running times: 1119
i_episode: 229,	 reward_accu: 66, 	 action_length: 1022,	 running times: 1022
i_episode: 230,	 reward_accu: 108, 	 action_length: 1093,	 running times: 1093
i_episode: 231,	 reward_accu: 108, 	 action_length: 1620,	 running times: 1620
i_episode: 232,	 reward_accu: 108, 	 action_length: 1292,	 running times: 1292
i_episode: 233,	 reward_accu: 108, 	 action_length: 1391,	 running times: 1391
i_episode: 234,	 reward_accu: 108, 	 action_length: 1122,	 running times: 1122
i_episode: 235,	 reward_accu: 108, 	 action_length: 1165,	 running times: 1165
i_episode: 236,	 reward_accu: 108, 	 action_length: 1775,	 running times: 1775
i_episode: 237,	 reward_accu: 108, 	 action_length: 1114,	 running times: 1114
i_episode: 238,	 reward_accu: 108, 	 action_length: 1473,	 running times: 1473
i_episode: 239,	 reward_accu: 108, 	 action_length: 1177,	 running times: 1177
i_episode: 240,	 reward_accu: 108, 	 action_length: 1039,	 running times: 1039
i_episode: 241,	 reward_accu: 108, 	 action_length: 1231,	 running times: 1231
i_episode: 242,	 reward_accu: 87, 	 action_length: 902,	 running times: 902
i_episode: 243,	 reward_accu: 108, 	 action_length: 1232,	 running times: 1232
i_episode: 244,	 reward_accu: 108, 	 action_length: 1047,	 running times: 1047
i_episode: 245,	 reward_accu: 108, 	 action_length: 1045,	 running times: 1045
i_episode: 246,	 reward_accu: 108, 	 action_length: 1139,	 running times: 1139
i_episode: 247,	 reward_accu: 108, 	 action_length: 1504,	 running times: 1504
i_episode: 248,	 reward_accu: 108, 	 action_length: 1646,	 running times: 1646
i_episode: 249,	 reward_accu: 108, 	 action_length: 1139,	 running times: 1139
i_episode: 250,	 reward_accu: 108, 	 action_length: 1527,	 running times: 1527
i_episode: 251,	 reward_accu: 108, 	 action_length: 1080,	 running times: 1080
i_episode: 252,	 reward_accu: 108, 	 action_length: 1078,	 running times: 1078
i_episode: 253,	 reward_accu: 50, 	 action_length: 3830,	 running times: 3830
i_episode: 254,	 reward_accu: 108, 	 action_length: 1455,	 running times: 1455
i_episode: 255,	 reward_accu: 108, 	 action_length: 1160,	 running times: 1160
i_episode: 256,	 reward_accu: 108, 	 action_length: 1974,	 running times: 1974
i_episode: 257,	 reward_accu: 108, 	 action_length: 1142,	 running times: 1142
i_episode: 258,	 reward_accu: 108, 	 action_length: 2094,	 running times: 2094
i_episode: 259,	 reward_accu: 108, 	 action_length: 1367,	 running times: 1367
i_episode: 260,	 reward_accu: 108, 	 action_length: 2025,	 running times: 2025
i_episode: 261,	 reward_accu: 108, 	 action_length: 1271,	 running times: 1271
i_episode: 262,	 reward_accu: 108, 	 action_length: 1252,	 running times: 1252
i_episode: 263,	 reward_accu: 108, 	 action_length: 1127,	 running times: 1127
i_episode: 264,	 reward_accu: 108, 	 action_length: 1232,	 running times: 1232
i_episode: 265,	 reward_accu: 108, 	 action_length: 1188,	 running times: 1188
i_episode: 266,	 reward_accu: 108, 	 action_length: 1212,	 running times: 1212
i_episode: 267,	 reward_accu: 108, 	 action_length: 1174,	 running times: 1174
i_episode: 268,	 reward_accu: 108, 	 action_length: 1051,	 running times: 1051
i_episode: 269,	 reward_accu: 108, 	 action_length: 1306,	 running times: 1306
i_episode: 270,	 reward_accu: 108, 	 action_length: 1327,	 running times: 1327
i_episode: 271,	 reward_accu: 108, 	 action_length: 1110,	 running times: 1110
i_episode: 272,	 reward_accu: 108, 	 action_length: 1624,	 running times: 1624
i_episode: 273,	 reward_accu: 108, 	 action_length: 1392,	 running times: 1392
i_episode: 274,	 reward_accu: 108, 	 action_length: 1412,	 running times: 1412
i_episode: 275,	 reward_accu: 108, 	 action_length: 1144,	 running times: 1144
i_episode: 276,	 reward_accu: 108, 	 action_length: 1266,	 running times: 1266
i_episode: 277,	 reward_accu: 108, 	 action_length: 1129,	 running times: 1129
i_episode: 278,	 reward_accu: 108, 	 action_length: 1280,	 running times: 1280
i_episode: 279,	 reward_accu: 108, 	 action_length: 1050,	 running times: 1050
i_episode: 280,	 reward_accu: 108, 	 action_length: 1329,	 running times: 1329
i_episode: 281,	 reward_accu: 108, 	 action_length: 1093,	 running times: 1093
i_episode: 282,	 reward_accu: 108, 	 action_length: 1308,	 running times: 1308
i_episode: 283,	 reward_accu: 108, 	 action_length: 1056,	 running times: 1056
i_episode: 284,	 reward_accu: 108, 	 action_length: 1208,	 running times: 1208
i_episode: 285,	 reward_accu: 108, 	 action_length: 1102,	 running times: 1102
i_episode: 286,	 reward_accu: 108, 	 action_length: 1106,	 running times: 1106
i_episode: 287,	 reward_accu: 108, 	 action_length: 1605,	 running times: 1605
i_episode: 288,	 reward_accu: 108, 	 action_length: 1182,	 running times: 1182
i_episode: 289,	 reward_accu: 108, 	 action_length: 1146,	 running times: 1146
i_episode: 290,	 reward_accu: 108, 	 action_length: 1238,	 running times: 1238
i_episode: 291,	 reward_accu: 108, 	 action_length: 1136,	 running times: 1136
i_episode: 292,	 reward_accu: 108, 	 action_length: 1169,	 running times: 1169
i_episode: 293,	 reward_accu: 108, 	 action_length: 1226,	 running times: 1226
i_episode: 294,	 reward_accu: 108, 	 action_length: 1162,	 running times: 1162
i_episode: 295,	 reward_accu: 108, 	 action_length: 1531,	 running times: 1531
i_episode: 296,	 reward_accu: 108, 	 action_length: 1134,	 running times: 1134
i_episode: 297,	 reward_accu: 108, 	 action_length: 1143,	 running times: 1143
i_episode: 298,	 reward_accu: 108, 	 action_length: 1244,	 running times: 1244
i_episode: 299,	 reward_accu: 108, 	 action_length: 1147,	 running times: 1147
i_episode: 300,	 reward_accu: 108, 	 action_length: 1984,	 running times: 1984
i_episode: 301,	 reward_accu: 108, 	 action_length: 1835,	 running times: 1835
i_episode: 302,	 reward_accu: 108, 	 action_length: 1764,	 running times: 1764
i_episode: 303,	 reward_accu: 108, 	 action_length: 1107,	 running times: 1107
i_episode: 304,	 reward_accu: 108, 	 action_length: 1018,	 running times: 1018
i_episode: 305,	 reward_accu: 108, 	 action_length: 960,	 running times: 960
i_episode: 306,	 reward_accu: 108, 	 action_length: 1333,	 running times: 1333
i_episode: 307,	 reward_accu: 108, 	 action_length: 1135,	 running times: 1135
i_episode: 308,	 reward_accu: 108, 	 action_length: 1373,	 running times: 1373
i_episode: 309,	 reward_accu: 108, 	 action_length: 1115,	 running times: 1115
i_episode: 310,	 reward_accu: 108, 	 action_length: 1133,	 running times: 1133
i_episode: 311,	 reward_accu: 108, 	 action_length: 1150,	 running times: 1150
i_episode: 312,	 reward_accu: 108, 	 action_length: 1206,	 running times: 1206
i_episode: 313,	 reward_accu: 108, 	 action_length: 1218,	 running times: 1218
i_episode: 314,	 reward_accu: 108, 	 action_length: 1459,	 running times: 1459
i_episode: 315,	 reward_accu: 108, 	 action_length: 1133,	 running times: 1133
i_episode: 316,	 reward_accu: 108, 	 action_length: 1113,	 running times: 1113
i_episode: 317,	 reward_accu: 108, 	 action_length: 1132,	 running times: 1132
i_episode: 318,	 reward_accu: 108, 	 action_length: 1267,	 running times: 1267
i_episode: 319,	 reward_accu: 108, 	 action_length: 1114,	 running times: 1114
i_episode: 320,	 reward_accu: 108, 	 action_length: 1216,	 running times: 1216
i_episode: 321,	 reward_accu: 108, 	 action_length: 1042,	 running times: 1042
i_episode: 322,	 reward_accu: 108, 	 action_length: 1248,	 running times: 1248
i_episode: 323,	 reward_accu: 108, 	 action_length: 1122,	 running times: 1122
i_episode: 324,	 reward_accu: 108, 	 action_length: 1123,	 running times: 1123
i_episode: 325,	 reward_accu: 108, 	 action_length: 1693,	 running times: 1693
i_episode: 326,	 reward_accu: 108, 	 action_length: 1322,	 running times: 1322
i_episode: 327,	 reward_accu: 108, 	 action_length: 1106,	 running times: 1106
i_episode: 328,	 reward_accu: 108, 	 action_length: 1163,	 running times: 1163
i_episode: 329,	 reward_accu: 108, 	 action_length: 1413,	 running times: 1413
i_episode: 330,	 reward_accu: 108, 	 action_length: 1127,	 running times: 1127
i_episode: 331,	 reward_accu: 108, 	 action_length: 1084,	 running times: 1084
i_episode: 332,	 reward_accu: 108, 	 action_length: 1037,	 running times: 1037
i_episode: 333,	 reward_accu: 108, 	 action_length: 1292,	 running times: 1292
i_episode: 334,	 reward_accu: 108, 	 action_length: 1143,	 running times: 1143
i_episode: 335,	 reward_accu: 108, 	 action_length: 1128,	 running times: 1128
i_episode: 336,	 reward_accu: 108, 	 action_length: 1142,	 running times: 1142
i_episode: 337,	 reward_accu: 108, 	 action_length: 1492,	 running times: 1492
i_episode: 338,	 reward_accu: 108, 	 action_length: 1134,	 running times: 1134
i_episode: 339,	 reward_accu: 108, 	 action_length: 1139,	 running times: 1139
i_episode: 340,	 reward_accu: 108, 	 action_length: 1062,	 running times: 1062
i_episode: 341,	 reward_accu: 108, 	 action_length: 1157,	 running times: 1157
i_episode: 342,	 reward_accu: 108, 	 action_length: 2655,	 running times: 2655
i_episode: 343,	 reward_accu: 108, 	 action_length: 1146,	 running times: 1146
i_episode: 344,	 reward_accu: 108, 	 action_length: 1054,	 running times: 1054
i_episode: 345,	 reward_accu: 108, 	 action_length: 1039,	 running times: 1039
i_episode: 346,	 reward_accu: 108, 	 action_length: 1697,	 running times: 1697
i_episode: 347,	 reward_accu: 108, 	 action_length: 1063,	 running times: 1063
i_episode: 348,	 reward_accu: 108, 	 action_length: 1046,	 running times: 1046
i_episode: 349,	 reward_accu: 108, 	 action_length: 1150,	 running times: 1150
i_episode: 350,	 reward_accu: 108, 	 action_length: 1257,	 running times: 1257
i_episode: 351,	 reward_accu: 108, 	 action_length: 1331,	 running times: 1331
i_episode: 352,	 reward_accu: 108, 	 action_length: 1235,	 running times: 1235
i_episode: 353,	 reward_accu: 108, 	 action_length: 1206,	 running times: 1206
i_episode: 354,	 reward_accu: 74, 	 action_length: 3830,	 running times: 3830
i_episode: 355,	 reward_accu: 108, 	 action_length: 1108,	 running times: 1108
i_episode: 356,	 reward_accu: 108, 	 action_length: 1182,	 running times: 1182
i_episode: 357,	 reward_accu: 108, 	 action_length: 1164,	 running times: 1164
i_episode: 358,	 reward_accu: 108, 	 action_length: 1708,	 running times: 1708
i_episode: 359,	 reward_accu: 108, 	 action_length: 1089,	 running times: 1089
i_episode: 360,	 reward_accu: 108, 	 action_length: 1051,	 running times: 1051
i_episode: 361,	 reward_accu: 108, 	 action_length: 1045,	 running times: 1045
i_episode: 362,	 reward_accu: 108, 	 action_length: 1118,	 running times: 1118
i_episode: 363,	 reward_accu: 108, 	 action_length: 1240,	 running times: 1240
i_episode: 364,	 reward_accu: 108, 	 action_length: 1290,	 running times: 1290
