i_episode: 0,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 50,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 51,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 52,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 53,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 54,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 55,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 56,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 57,	 reward_accu: -1, 	 action_length: 3,	 running times: 3
i_episode: 58,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 59,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 60,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 61,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 62,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 63,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 64,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 65,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 66,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 67,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 68,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 69,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 70,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 71,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 72,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 73,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 74,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 75,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 76,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 77,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 78,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 79,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 80,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 81,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 82,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 83,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 84,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 85,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 86,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 87,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 88,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 89,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 90,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 91,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 92,	 reward_accu: -1, 	 action_length: 9,	 running times: 9
i_episode: 93,	 reward_accu: -1, 	 action_length: 20,	 running times: 20
i_episode: 94,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 95,	 reward_accu: -1, 	 action_length: 11,	 running times: 11
i_episode: 96,	 reward_accu: -1, 	 action_length: 12,	 running times: 12
i_episode: 97,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 98,	 reward_accu: -1, 	 action_length: 12,	 running times: 12
i_episode: 99,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 100,	 reward_accu: -1, 	 action_length: 12,	 running times: 12
i_episode: 101,	 reward_accu: -1, 	 action_length: 12,	 running times: 12
i_episode: 102,	 reward_accu: -1, 	 action_length: 14,	 running times: 14
i_episode: 103,	 reward_accu: -1, 	 action_length: 14,	 running times: 14
i_episode: 104,	 reward_accu: -1, 	 action_length: 13,	 running times: 13
i_episode: 105,	 reward_accu: -1, 	 action_length: 20,	 running times: 20
i_episode: 106,	 reward_accu: -1, 	 action_length: 12,	 running times: 12
i_episode: 107,	 reward_accu: -1, 	 action_length: 12,	 running times: 12
i_episode: 108,	 reward_accu: -1, 	 action_length: 15,	 running times: 15
i_episode: 109,	 reward_accu: -1, 	 action_length: 3,	 running times: 3
i_episode: 110,	 reward_accu: 0, 	 action_length: 4,	 running times: 4
i_episode: 111,	 reward_accu: -1, 	 action_length: 6,	 running times: 6
i_episode: 112,	 reward_accu: -1, 	 action_length: 8,	 running times: 8
i_episode: 113,	 reward_accu: -1, 	 action_length: 12,	 running times: 12
i_episode: 114,	 reward_accu: -1, 	 action_length: 31,	 running times: 31
i_episode: 115,	 reward_accu: -1, 	 action_length: 38,	 running times: 38
i_episode: 116,	 reward_accu: -1, 	 action_length: 248,	 running times: 248
i_episode: 117,	 reward_accu: -1, 	 action_length: 257,	 running times: 257
i_episode: 118,	 reward_accu: -1, 	 action_length: 152,	 running times: 152
i_episode: 119,	 reward_accu: -1, 	 action_length: 6,	 running times: 6
i_episode: 120,	 reward_accu: -1, 	 action_length: 4,	 running times: 4
i_episode: 121,	 reward_accu: -1, 	 action_length: 104,	 running times: 104
i_episode: 122,	 reward_accu: 0, 	 action_length: 4,	 running times: 4
i_episode: 123,	 reward_accu: -1, 	 action_length: 72,	 running times: 72
i_episode: 124,	 reward_accu: -1, 	 action_length: 108,	 running times: 108
i_episode: 125,	 reward_accu: -1, 	 action_length: 18,	 running times: 18
i_episode: 126,	 reward_accu: -1, 	 action_length: 126,	 running times: 126
i_episode: 127,	 reward_accu: -1, 	 action_length: 20,	 running times: 20
i_episode: 128,	 reward_accu: -1, 	 action_length: 15,	 running times: 15
i_episode: 129,	 reward_accu: -1, 	 action_length: 30,	 running times: 30
i_episode: 130,	 reward_accu: -1, 	 action_length: 7,	 running times: 7
i_episode: 131,	 reward_accu: -1, 	 action_length: 26,	 running times: 26
i_episode: 132,	 reward_accu: -1, 	 action_length: 4,	 running times: 4
i_episode: 133,	 reward_accu: -1, 	 action_length: 130,	 running times: 130
i_episode: 134,	 reward_accu: -1, 	 action_length: 6,	 running times: 6
i_episode: 135,	 reward_accu: -1, 	 action_length: 10,	 running times: 10
i_episode: 136,	 reward_accu: -1, 	 action_length: 28,	 running times: 28
i_episode: 137,	 reward_accu: -1, 	 action_length: 22,	 running times: 22
i_episode: 138,	 reward_accu: -1, 	 action_length: 62,	 running times: 62
i_episode: 139,	 reward_accu: -1, 	 action_length: 8,	 running times: 8
i_episode: 140,	 reward_accu: -1, 	 action_length: 53,	 running times: 53
i_episode: 141,	 reward_accu: 0, 	 action_length: 12,	 running times: 12
i_episode: 142,	 reward_accu: 0, 	 action_length: 88,	 running times: 88
i_episode: 143,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 144,	 reward_accu: 0, 	 action_length: 38,	 running times: 38
i_episode: 145,	 reward_accu: 0, 	 action_length: 61,	 running times: 61
i_episode: 146,	 reward_accu: -1, 	 action_length: 153,	 running times: 153
i_episode: 147,	 reward_accu: 0, 	 action_length: 12,	 running times: 12
i_episode: 148,	 reward_accu: -1, 	 action_length: 2,	 running times: 2
i_episode: 149,	 reward_accu: 2, 	 action_length: 1554,	 running times: 1554
i_episode: 150,	 reward_accu: 0, 	 action_length: 23,	 running times: 23
i_episode: 151,	 reward_accu: 1, 	 action_length: 149,	 running times: 149
i_episode: 152,	 reward_accu: 0, 	 action_length: 50,	 running times: 50
i_episode: 153,	 reward_accu: 0, 	 action_length: 10,	 running times: 10
i_episode: 154,	 reward_accu: 0, 	 action_length: 29,	 running times: 29
i_episode: 155,	 reward_accu: 0, 	 action_length: 105,	 running times: 105
i_episode: 156,	 reward_accu: 1, 	 action_length: 92,	 running times: 92
i_episode: 157,	 reward_accu: 0, 	 action_length: 200,	 running times: 200
i_episode: 158,	 reward_accu: 0, 	 action_length: 32,	 running times: 32
i_episode: 159,	 reward_accu: 0, 	 action_length: 14,	 running times: 14
i_episode: 160,	 reward_accu: 0, 	 action_length: 26,	 running times: 26
i_episode: 161,	 reward_accu: 0, 	 action_length: 126,	 running times: 126
i_episode: 162,	 reward_accu: 0, 	 action_length: 42,	 running times: 42
i_episode: 163,	 reward_accu: 0, 	 action_length: 27,	 running times: 27
i_episode: 164,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 165,	 reward_accu: 0, 	 action_length: 20,	 running times: 20
i_episode: 166,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 167,	 reward_accu: 0, 	 action_length: 18,	 running times: 18
i_episode: 168,	 reward_accu: -1, 	 action_length: 25,	 running times: 25
i_episode: 169,	 reward_accu: 1, 	 action_length: 43,	 running times: 43
i_episode: 170,	 reward_accu: 1, 	 action_length: 129,	 running times: 129
i_episode: 171,	 reward_accu: 0, 	 action_length: 62,	 running times: 62
i_episode: 172,	 reward_accu: 0, 	 action_length: 10,	 running times: 10
i_episode: 173,	 reward_accu: 0, 	 action_length: 37,	 running times: 37
i_episode: 174,	 reward_accu: 0, 	 action_length: 20,	 running times: 20
i_episode: 175,	 reward_accu: -1, 	 action_length: 71,	 running times: 71
i_episode: 176,	 reward_accu: -1, 	 action_length: 3,	 running times: 3
i_episode: 177,	 reward_accu: 6, 	 action_length: 204,	 running times: 204
i_episode: 178,	 reward_accu: 0, 	 action_length: 6,	 running times: 6
i_episode: 179,	 reward_accu: 0, 	 action_length: 14,	 running times: 14
i_episode: 180,	 reward_accu: 0, 	 action_length: 16,	 running times: 16
i_episode: 181,	 reward_accu: 0, 	 action_length: 90,	 running times: 90
i_episode: 182,	 reward_accu: 1, 	 action_length: 179,	 running times: 179
i_episode: 183,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 184,	 reward_accu: 0, 	 action_length: 70,	 running times: 70
i_episode: 185,	 reward_accu: 0, 	 action_length: 4,	 running times: 4
i_episode: 186,	 reward_accu: 4, 	 action_length: 321,	 running times: 321
i_episode: 187,	 reward_accu: 0, 	 action_length: 8,	 running times: 8
i_episode: 188,	 reward_accu: -1, 	 action_length: 3,	 running times: 3
i_episode: 189,	 reward_accu: 0, 	 action_length: 28,	 running times: 28
i_episode: 190,	 reward_accu: 4, 	 action_length: 103,	 running times: 103
i_episode: 191,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 192,	 reward_accu: 4, 	 action_length: 258,	 running times: 258
i_episode: 193,	 reward_accu: 7, 	 action_length: 93,	 running times: 93
i_episode: 194,	 reward_accu: 4, 	 action_length: 102,	 running times: 102
i_episode: 195,	 reward_accu: 0, 	 action_length: 8,	 running times: 8
i_episode: 196,	 reward_accu: 1, 	 action_length: 154,	 running times: 154
i_episode: 197,	 reward_accu: 1, 	 action_length: 90,	 running times: 90
i_episode: 198,	 reward_accu: 0, 	 action_length: 12,	 running times: 12
i_episode: 199,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 200,	 reward_accu: 1, 	 action_length: 102,	 running times: 102
i_episode: 201,	 reward_accu: 1, 	 action_length: 34,	 running times: 34
i_episode: 202,	 reward_accu: 1, 	 action_length: 58,	 running times: 58
i_episode: 203,	 reward_accu: 1, 	 action_length: 31,	 running times: 31
i_episode: 204,	 reward_accu: 0, 	 action_length: 10,	 running times: 10
i_episode: 205,	 reward_accu: 1, 	 action_length: 54,	 running times: 54
i_episode: 206,	 reward_accu: 1, 	 action_length: 61,	 running times: 61
i_episode: 207,	 reward_accu: 0, 	 action_length: 14,	 running times: 14
i_episode: 208,	 reward_accu: 0, 	 action_length: 14,	 running times: 14
i_episode: 209,	 reward_accu: 1, 	 action_length: 72,	 running times: 72
i_episode: 210,	 reward_accu: 1, 	 action_length: 45,	 running times: 45
i_episode: 211,	 reward_accu: 0, 	 action_length: 36,	 running times: 36
i_episode: 212,	 reward_accu: 3, 	 action_length: 122,	 running times: 122
i_episode: 213,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 214,	 reward_accu: 1, 	 action_length: 30,	 running times: 30
i_episode: 215,	 reward_accu: 0, 	 action_length: 12,	 running times: 12
i_episode: 216,	 reward_accu: 1, 	 action_length: 33,	 running times: 33
i_episode: 217,	 reward_accu: 1, 	 action_length: 129,	 running times: 129
i_episode: 218,	 reward_accu: 1, 	 action_length: 238,	 running times: 238
i_episode: 219,	 reward_accu: 1, 	 action_length: 164,	 running times: 164
i_episode: 220,	 reward_accu: 6, 	 action_length: 102,	 running times: 102
i_episode: 221,	 reward_accu: 0, 	 action_length: 14,	 running times: 14
i_episode: 222,	 reward_accu: 0, 	 action_length: 100,	 running times: 100
i_episode: 223,	 reward_accu: 0, 	 action_length: 14,	 running times: 14
i_episode: 224,	 reward_accu: 0, 	 action_length: 18,	 running times: 18
i_episode: 225,	 reward_accu: 1, 	 action_length: 47,	 running times: 47
i_episode: 226,	 reward_accu: 7, 	 action_length: 299,	 running times: 299
i_episode: 227,	 reward_accu: 0, 	 action_length: 20,	 running times: 20
i_episode: 228,	 reward_accu: 1, 	 action_length: 44,	 running times: 44
i_episode: 229,	 reward_accu: 4, 	 action_length: 104,	 running times: 104
i_episode: 230,	 reward_accu: 0, 	 action_length: 9,	 running times: 9
i_episode: 231,	 reward_accu: 1, 	 action_length: 102,	 running times: 102
i_episode: 232,	 reward_accu: 0, 	 action_length: 30,	 running times: 30
i_episode: 233,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 234,	 reward_accu: 1, 	 action_length: 80,	 running times: 80
i_episode: 235,	 reward_accu: -1, 	 action_length: 2,	 running times: 2
i_episode: 236,	 reward_accu: -1, 	 action_length: 2,	 running times: 2
i_episode: 237,	 reward_accu: 0, 	 action_length: 96,	 running times: 96
i_episode: 238,	 reward_accu: 1, 	 action_length: 96,	 running times: 96
i_episode: 239,	 reward_accu: 1, 	 action_length: 22,	 running times: 22
i_episode: 240,	 reward_accu: 0, 	 action_length: 59,	 running times: 59
i_episode: 241,	 reward_accu: 0, 	 action_length: 28,	 running times: 28
i_episode: 242,	 reward_accu: 1, 	 action_length: 94,	 running times: 94
i_episode: 243,	 reward_accu: 1, 	 action_length: 100,	 running times: 100
i_episode: 244,	 reward_accu: 1, 	 action_length: 68,	 running times: 68
i_episode: 245,	 reward_accu: 1, 	 action_length: 33,	 running times: 33
i_episode: 246,	 reward_accu: -1, 	 action_length: 3,	 running times: 3
i_episode: 247,	 reward_accu: 1, 	 action_length: 289,	 running times: 289
i_episode: 248,	 reward_accu: 1, 	 action_length: 21,	 running times: 21
i_episode: 249,	 reward_accu: -1, 	 action_length: 6,	 running times: 6
i_episode: 250,	 reward_accu: -1, 	 action_length: 13,	 running times: 13
i_episode: 251,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 252,	 reward_accu: 4, 	 action_length: 181,	 running times: 181
i_episode: 253,	 reward_accu: 1, 	 action_length: 37,	 running times: 37
i_episode: 254,	 reward_accu: 0, 	 action_length: 66,	 running times: 66
i_episode: 255,	 reward_accu: 1, 	 action_length: 20,	 running times: 20
i_episode: 256,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 257,	 reward_accu: 0, 	 action_length: 24,	 running times: 24
i_episode: 258,	 reward_accu: 4, 	 action_length: 106,	 running times: 106
i_episode: 259,	 reward_accu: 4, 	 action_length: 120,	 running times: 120
i_episode: 260,	 reward_accu: 0, 	 action_length: 33,	 running times: 33
i_episode: 261,	 reward_accu: 4, 	 action_length: 192,	 running times: 192
i_episode: 262,	 reward_accu: 0, 	 action_length: 12,	 running times: 12
i_episode: 263,	 reward_accu: 7, 	 action_length: 113,	 running times: 113
i_episode: 264,	 reward_accu: 4, 	 action_length: 107,	 running times: 107
i_episode: 265,	 reward_accu: 1, 	 action_length: 37,	 running times: 37
i_episode: 266,	 reward_accu: 0, 	 action_length: 18,	 running times: 18
i_episode: 267,	 reward_accu: 0, 	 action_length: 20,	 running times: 20
i_episode: 268,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 269,	 reward_accu: 6, 	 action_length: 56,	 running times: 56
i_episode: 270,	 reward_accu: 2, 	 action_length: 98,	 running times: 98
i_episode: 271,	 reward_accu: 0, 	 action_length: 6,	 running times: 6
i_episode: 272,	 reward_accu: 1, 	 action_length: 79,	 running times: 79
i_episode: 273,	 reward_accu: 1, 	 action_length: 141,	 running times: 141
i_episode: 274,	 reward_accu: 1, 	 action_length: 101,	 running times: 101
i_episode: 275,	 reward_accu: 7, 	 action_length: 104,	 running times: 104
i_episode: 276,	 reward_accu: 0, 	 action_length: 10,	 running times: 10
i_episode: 277,	 reward_accu: 0, 	 action_length: 18,	 running times: 18
i_episode: 278,	 reward_accu: 3, 	 action_length: 132,	 running times: 132
i_episode: 279,	 reward_accu: 0, 	 action_length: 40,	 running times: 40
i_episode: 280,	 reward_accu: 1, 	 action_length: 58,	 running times: 58
i_episode: 281,	 reward_accu: 0, 	 action_length: 20,	 running times: 20
i_episode: 282,	 reward_accu: 1, 	 action_length: 140,	 running times: 140
i_episode: 283,	 reward_accu: 1, 	 action_length: 134,	 running times: 134
i_episode: 284,	 reward_accu: 1, 	 action_length: 18,	 running times: 18
i_episode: 285,	 reward_accu: 0, 	 action_length: 10,	 running times: 10
i_episode: 286,	 reward_accu: 1, 	 action_length: 46,	 running times: 46
i_episode: 287,	 reward_accu: 7, 	 action_length: 98,	 running times: 98
i_episode: 288,	 reward_accu: 0, 	 action_length: 34,	 running times: 34
i_episode: 289,	 reward_accu: 1, 	 action_length: 52,	 running times: 52
i_episode: 290,	 reward_accu: -1, 	 action_length: 5,	 running times: 5
i_episode: 291,	 reward_accu: 0, 	 action_length: 48,	 running times: 48
i_episode: 292,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 293,	 reward_accu: 0, 	 action_length: 16,	 running times: 16
i_episode: 294,	 reward_accu: 0, 	 action_length: 78,	 running times: 78
i_episode: 295,	 reward_accu: 5, 	 action_length: 113,	 running times: 113
i_episode: 296,	 reward_accu: -1, 	 action_length: 3,	 running times: 3
i_episode: 297,	 reward_accu: 1, 	 action_length: 23,	 running times: 23
i_episode: 298,	 reward_accu: 1, 	 action_length: 56,	 running times: 56
i_episode: 299,	 reward_accu: 1, 	 action_length: 44,	 running times: 44
i_episode: 300,	 reward_accu: 7, 	 action_length: 67,	 running times: 67
i_episode: 301,	 reward_accu: -1, 	 action_length: 4,	 running times: 4
i_episode: 302,	 reward_accu: 0, 	 action_length: 6,	 running times: 6
i_episode: 303,	 reward_accu: 10, 	 action_length: 186,	 running times: 186
i_episode: 304,	 reward_accu: -1, 	 action_length: 6,	 running times: 6
i_episode: 305,	 reward_accu: -1, 	 action_length: 2,	 running times: 2
i_episode: 306,	 reward_accu: 10, 	 action_length: 140,	 running times: 140
i_episode: 307,	 reward_accu: 4, 	 action_length: 59,	 running times: 59
i_episode: 308,	 reward_accu: 7, 	 action_length: 71,	 running times: 71
i_episode: 309,	 reward_accu: 0, 	 action_length: 16,	 running times: 16
i_episode: 310,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 311,	 reward_accu: 6, 	 action_length: 104,	 running times: 104
i_episode: 312,	 reward_accu: 3, 	 action_length: 62,	 running times: 62
i_episode: 313,	 reward_accu: 4, 	 action_length: 80,	 running times: 80
i_episode: 314,	 reward_accu: 4, 	 action_length: 184,	 running times: 184
i_episode: 315,	 reward_accu: 7, 	 action_length: 190,	 running times: 190
i_episode: 316,	 reward_accu: 3, 	 action_length: 32,	 running times: 32
i_episode: 317,	 reward_accu: 1, 	 action_length: 22,	 running times: 22
i_episode: 318,	 reward_accu: 7, 	 action_length: 125,	 running times: 125
i_episode: 319,	 reward_accu: 6, 	 action_length: 98,	 running times: 98
i_episode: 320,	 reward_accu: 1, 	 action_length: 93,	 running times: 93
i_episode: 321,	 reward_accu: 4, 	 action_length: 84,	 running times: 84
i_episode: 322,	 reward_accu: 1, 	 action_length: 21,	 running times: 21
i_episode: 323,	 reward_accu: 1, 	 action_length: 44,	 running times: 44
i_episode: 324,	 reward_accu: 3, 	 action_length: 92,	 running times: 92
i_episode: 325,	 reward_accu: 0, 	 action_length: 12,	 running times: 12
i_episode: 326,	 reward_accu: 3, 	 action_length: 60,	 running times: 60
i_episode: 327,	 reward_accu: 0, 	 action_length: 50,	 running times: 50
i_episode: 328,	 reward_accu: 1, 	 action_length: 42,	 running times: 42
i_episode: 329,	 reward_accu: 3, 	 action_length: 50,	 running times: 50
i_episode: 330,	 reward_accu: 10, 	 action_length: 170,	 running times: 170
i_episode: 331,	 reward_accu: 3, 	 action_length: 46,	 running times: 46
i_episode: 332,	 reward_accu: 4, 	 action_length: 104,	 running times: 104
i_episode: 333,	 reward_accu: 0, 	 action_length: 4,	 running times: 4
i_episode: 334,	 reward_accu: 0, 	 action_length: 22,	 running times: 22
i_episode: 335,	 reward_accu: 3, 	 action_length: 60,	 running times: 60
i_episode: 336,	 reward_accu: 6, 	 action_length: 62,	 running times: 62
i_episode: 337,	 reward_accu: 3, 	 action_length: 46,	 running times: 46
i_episode: 338,	 reward_accu: 4, 	 action_length: 157,	 running times: 157
i_episode: 339,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 340,	 reward_accu: 7, 	 action_length: 111,	 running times: 111
i_episode: 341,	 reward_accu: -1, 	 action_length: 1,	 running times: 1
i_episode: 342,	 reward_accu: 1, 	 action_length: 38,	 running times: 38
i_episode: 343,	 reward_accu: 4, 	 action_length: 58,	 running times: 58
i_episode: 344,	 reward_accu: 1, 	 action_length: 124,	 running times: 124
i_episode: 345,	 reward_accu: 10, 	 action_length: 132,	 running times: 132
i_episode: 346,	 reward_accu: 0, 	 action_length: 52,	 running times: 52
i_episode: 347,	 reward_accu: 4, 	 action_length: 104,	 running times: 104
i_episode: 348,	 reward_accu: 6, 	 action_length: 166,	 running times: 166
i_episode: 349,	 reward_accu: 4, 	 action_length: 72,	 running times: 72
i_episode: 350,	 reward_accu: -1, 	 action_length: 4,	 running times: 4
i_episode: 351,	 reward_accu: 0, 	 action_length: 8,	 running times: 8
i_episode: 352,	 reward_accu: 7, 	 action_length: 92,	 running times: 92
i_episode: 353,	 reward_accu: 1, 	 action_length: 32,	 running times: 32
i_episode: 354,	 reward_accu: 0, 	 action_length: 28,	 running times: 28
i_episode: 355,	 reward_accu: 10, 	 action_length: 87,	 running times: 87
i_episode: 356,	 reward_accu: -1, 	 action_length: 10,	 running times: 10
i_episode: 357,	 reward_accu: 0, 	 action_length: 12,	 running times: 12
i_episode: 358,	 reward_accu: 4, 	 action_length: 59,	 running times: 59
i_episode: 359,	 reward_accu: 1, 	 action_length: 36,	 running times: 36
i_episode: 360,	 reward_accu: 0, 	 action_length: 66,	 running times: 66
i_episode: 361,	 reward_accu: 1, 	 action_length: 51,	 running times: 51
i_episode: 362,	 reward_accu: 0, 	 action_length: 10,	 running times: 10
i_episode: 363,	 reward_accu: 12, 	 action_length: 180,	 running times: 180
i_episode: 364,	 reward_accu: 6, 	 action_length: 64,	 running times: 64
i_episode: 365,	 reward_accu: 19, 	 action_length: 156,	 running times: 156
i_episode: 366,	 reward_accu: 4, 	 action_length: 57,	 running times: 57
i_episode: 367,	 reward_accu: 1, 	 action_length: 20,	 running times: 20
i_episode: 368,	 reward_accu: 3, 	 action_length: 68,	 running times: 68
i_episode: 369,	 reward_accu: 1, 	 action_length: 20,	 running times: 20
i_episode: 370,	 reward_accu: 1, 	 action_length: 42,	 running times: 42
i_episode: 371,	 reward_accu: 1, 	 action_length: 36,	 running times: 36
i_episode: 372,	 reward_accu: 4, 	 action_length: 94,	 running times: 94
i_episode: 373,	 reward_accu: 0, 	 action_length: 21,	 running times: 21
i_episode: 374,	 reward_accu: 0, 	 action_length: 8,	 running times: 8
i_episode: 375,	 reward_accu: 15, 	 action_length: 200,	 running times: 200
i_episode: 376,	 reward_accu: 4, 	 action_length: 139,	 running times: 139
